Date,Building,Occupancy,Temperature_C,Electricity_kWh,Water_Liters,Waste_kg,Paper_kg
2026-03-07,Engineering Block,186,26.8,356.0,6763.1,29.9,6.3
2026-03-07,Computer Lab,220,29.6,286.7,5816.8,31.8,6.8
2026-03-07,Library,156,34.0,269.3,3299.3,15.5,3.9
2026-03-07,Canteen,245,33.7,310.7,5328.9,20.3,5.5
2026-03-07,Hostel,168,28.2,309.1,7617.4,26.5,3.1
2026-03-08,Admin Block,146,26.8,196.3,4237.6,17.3,4.7
2026-03-08,Engineering Block,139,27.3,321.0,5641.8,18.5,6.4
2026-03-08,Computer Lab,260,28.9,249.4,7896.9,24.6,6.8
2026-03-08,Library,83,25.3,148.4,3463.9,12.4,4.0
2026-03-08,Canteen,141,32.1,267.4,4607.6,17.8,2.6
2026-03-08,Hostel,217,27.9,206.5,6478.8,25.3,7.9
2026-03-09,Admin Block,174,24.4,391.9,8231.9,28.0,6.0
2026-03-09,Engineering Block,372,21.6,429.2,11397.5,56.8,9.6
2026-03-09,Computer Lab,406,32.6,710.4,12815.0,56.6,13.8
2026-03-09,Library,154,32.3,283.7,6596.6,26.8,4.9
2026-03-09,Canteen,251,29.9,479.9,9090.7,39.6,8.9
2026-03-09,Hostel,342,31.4,610.3,13842.4,50.4,10.3
2026-03-10,Admin Block,260,31.6,341.0,7517.9,35.9,5.8
2026-03-10,Engineering Block,336,29.3,572.9,11007.0,40.6,7.8
2026-03-10,Computer Lab,358,24.8,582.0,12177.2,52.3,10.7
2026-03-10,Library,192,33.2,362.5,6730.5,26.7,5.5
2026-03-10,Canteen,297,30.9,397.8,9428.7,31.3,8.5
2026-03-10,Hostel,403,28.1,643.6,11882.2,54.6,10.8
2026-03-11,Admin Block,230,28.6,359.4,8181.2,38.9,6.7
2026-03-11,Engineering Block,379,26.8,553.8,11119.7,54.9,12.8
2026-03-11,Computer Lab,398,22.0,564.3,13950.7,58.9,11.9
2026-03-11,Library,243,30.6,378.4,7572.6,36.9,6.4
2026-03-11,Canteen,317,28.0,401.4,10614.4,41.9,9.2
2026-03-11,Hostel,381,27.1,558.8,13278.4,55.5,8.8
2026-03-12,Admin Block,226,34.7,366.3,6439.7,41.2,7.6
2026-03-12,Engineering Block,348,27.8,571.5,11107.7,54.4,10.8
2026-03-12,Computer Lab,411,29.5,596.9,13894.7,52.9,9.7
2026-03-12,Library,229,31.0,346.6,7170.0,28.3,6.9
2026-03-12,Canteen,284,27.4,412.4,10653.4,32.3,8.8
2026-03-12,Hostel,318,28.7,544.4,10674.7,53.2,10.4
2026-03-13,Admin Block,160,31.7,430.0,8248.6,32.6,6.8
2026-03-13,Engineering Block,397,34.4,596.9,11093.0,51.3,10.7
2026-03-13,Computer Lab,339,30.5,710.5,13271.0,61.6,11.8
2026-03-13,Library,205,30.2,285.5,6158.5,34.8,7.6
2026-03-13,Canteen,251,32.1,438.9,9395.9,41.3,9.4
2026-03-13,Hostel,379,33.5,594.7,12740.7,49.2,13.5
2026-03-14,Admin Block,145,31.3,137.8,3754.2,24.0,4.1
2026-03-14,Engineering Block,126,32.3,283.2,6893.4,25.0,5.8
2026-03-14,Computer Lab,262,26.1,283.1,7320.3,35.8,4.8
2026-03-14,Library,56,31.6,163.2,3193.1,6.2,2.5
2026-03-14,Canteen,157,32.0,219.7,6218.3,19.0,3.7
2026-03-14,Hostel,261,29.7,294.7,6946.2,36.5,7.7
2026-03-15,Admin Block,100,28.9,205.8,3422.9,17.1,3.7
2026-03-15,Engineering Block,232,32.9,295.0,6366.9,31.1,4.9
2026-03-15,Computer Lab,242,28.7,293.3,6726.1,38.1,6.2
2026-03-15,Library,171,27.4,188.7,5578.2,12.7,1.0
2026-03-15,Canteen,202,26.4,233.9,4985.2,24.4,3.4
2026-03-15,Hostel,201,30.4,276.6,6291.9,27.4,4.3
2026-03-16,Admin Block,219,29.4,339.4,7398.6,32.4,6.0
2026-03-16,Engineering Block,375,33.6,522.2,11910.4,48.8,10.6
2026-03-16,Computer Lab,457,30.6,528.8,13740.1,63.5,11.4
2026-03-16,Library,242,26.8,243.5,7061.8,22.1,5.7
2026-03-16,Canteen,331,22.9,360.4,8904.2,41.0,7.8
2026-03-16,Hostel,425,32.1,598.1,12659.7,55.9,9.8
2026-03-17,Admin Block,264,25.4,381.0,8571.0,34.5,6.5
2026-03-17,Engineering Block,365,19.8,526.6,11471.3,49.4,11.0
2026-03-17,Computer Lab,400,25.4,584.0,13203.9,57.0,11.8
2026-03-17,Library,244,25.5,313.7,7818.5,22.3,6.2
2026-03-17,Canteen,265,27.8,387.1,9134.8,47.9,6.7
2026-03-17,Hostel,336,24.8,628.7,11819.5,51.8,10.4
2026-03-18,Admin Block,200,28.2,463.8,8384.8,28.2,7.5
2026-03-18,Engineering Block,321,23.3,558.9,12079.1,53.2,9.6
2026-03-18,Computer Lab,397,31.4,629.0,12889.1,49.1,11.8
2026-03-18,Library,245,25.2,333.4,7200.5,33.5,7.0
2026-03-18,Canteen,261,23.8,394.0,9802.9,37.1,7.4
2026-03-18,Hostel,313,34.6,621.8,12505.4,55.7,11.6
2026-03-19,Admin Block,225,28.5,335.0,9317.6,35.1,6.2
2026-03-19,Engineering Block,367,25.8,583.5,11125.3,51.9,11.4
2026-03-19,Computer Lab,416,29.3,604.5,13203.3,54.3,11.1
2026-03-19,Library,259,28.7,281.6,6719.4,35.4,6.8
2026-03-19,Canteen,305,28.2,455.0,9026.7,39.5,9.4
2026-03-19,Hostel,407,25.9,515.7,12545.7,61.4,8.6
2026-03-20,Admin Block,243,24.6,313.5,7458.1,31.2,6.1
2026-03-20,Engineering Block,351,27.3,455.2,11981.9,52.7,11.1
2026-03-20,Computer Lab,349,30.0,636.9,12234.7,55.3,11.5
2026-03-20,Library,272,35.2,264.8,8741.1,26.7,7.2
2026-03-20,Canteen,319,25.8,443.0,9445.1,43.5,8.5
2026-03-20,Hostel,418,29.2,558.1,13242.4,56.6,11.8
2026-03-21,Admin Block,105,25.7,165.0,3685.5,21.0,4.9
2026-03-21,Engineering Block,187,33.6,373.8,6439.2,23.3,7.5
2026-03-21,Computer Lab,219,29.4,324.1,6654.6,24.4,7.2
2026-03-21,Library,86,38.8,166.6,2780.7,17.6,5.1
2026-03-21,Canteen,159,30.8,167.2,4710.6,17.3,2.3
2026-03-21,Hostel,211,21.8,243.6,6447.8,25.5,6.5
2026-03-22,Admin Block,139,31.9,246.1,5000.5,18.3,4.1
2026-03-22,Engineering Block,210,29.5,280.0,6179.9,23.8,6.1
2026-03-22,Computer Lab,218,26.9,300.8,6441.2,35.4,6.5
2026-03-22,Library,84,31.6,165.1,2673.8,19.9,2.7
2026-03-22,Canteen,142,29.1,295.7,5079.0,16.3,5.2
2026-03-22,Hostel,190,35.0,338.0,5239.2,30.3,8.3
2026-03-23,Admin Block,289,34.9,330.8,8517.9,31.0,7.0
2026-03-23,Engineering Block,306,26.9,489.2,11834.1,51.8,10.5
2026-03-23,Computer Lab,355,28.0,565.9,13500.3,60.7,12.9
2026-03-23,Library,181,20.2,224.5,7589.1,26.7,5.1
2026-03-23,Canteen,343,33.0,447.1,9444.3,41.0,8.5
2026-03-23,Hostel,433,30.4,602.6,13365.0,49.1,11.8
2026-03-24,Admin Block,223,20.9,246.2,6933.2,35.0,6.9
2026-03-24,Engineering Block,357,35.2,491.6,11487.2,50.8,9.2
2026-03-24,Computer Lab,403,23.9,652.4,12732.0,65.7,11.6
2026-03-24,Library,243,28.8,315.9,6595.4,30.6,6.4
2026-03-24,Canteen,258,28.6,403.1,10704.8,39.0,10.1
2026-03-24,Hostel,370,29.8,508.3,11999.4,53.7,12.8
2026-03-25,Admin Block,241,33.4,400.2,8742.8,32.8,9.6
2026-03-25,Engineering Block,334,26.5,463.8,12905.2,52.5,9.7
2026-03-25,Computer Lab,446,31.2,699.2,12383.9,56.5,11.1
2026-03-25,Library,138,32.4,317.7,6930.8,38.1,5.6
2026-03-25,Canteen,271,29.4,477.8,8906.6,36.9,9.5
2026-03-25,Hostel,390,22.5,495.9,13365.8,55.1,10.0
2026-03-26,Admin Block,228,29.0,389.1,6737.1,28.9,7.1
2026-03-26,Engineering Block,347,30.8,478.0,11687.1,54.1,10.7
2026-03-26,Computer Lab,407,28.7,564.4,13148.2,62.3,11.5
2026-03-26,Library,176,27.4,321.4,6397.2,30.6,6.6
2026-03-26,Canteen,317,33.6,492.9,8897.7,36.9,8.2
2026-03-26,Hostel,361,25.4,532.5,11936.6,49.5,10.5
2026-03-27,Admin Block,275,29.6,469.3,7965.8,32.6,6.8
2026-03-27,Engineering Block,359,30.4,625.4,10965.5,53.3,10.4
2026-03-27,Computer Lab,348,31.5,668.8,12342.8,55.2,9.6
2026-03-27,Library,163,32.4,308.9,5854.3,29.1,5.4
2026-03-27,Canteen,269,31.4,388.1,8676.5,40.4,9.4
2026-03-27,Hostel,420,26.9,599.8,12030.3,62.2,9.5
2026-03-28,Admin Block,175,26.9,285.3,4823.4,14.7,3.1
2026-03-28,Engineering Block,220,32.4,304.9,6475.0,31.2,5.7
2026-03-28,Computer Lab,176,26.4,339.4,7808.1,37.2,7.3
2026-03-28,Library,124,31.4,159.6,3688.4,12.6,1.8
2026-03-28,Canteen,168,29.6,276.9,5551.0,23.4,5.2
2026-03-28,Hostel,205,30.3,288.9,7007.3,32.1,5.2
2026-03-29,Admin Block,130,27.0,171.4,3482.8,23.8,5.0
2026-03-29,Engineering Block,211,35.3,309.7,8371.6,26.5,5.9
2026-03-29,Computer Lab,207,30.2,379.8,7099.0,38.7,6.7
2026-03-29,Library,123,26.1,189.9,3695.9,13.5,2.4
2026-03-29,Canteen,250,28.2,175.5,5152.2,24.2,5.2
2026-03-29,Hostel,226,31.2,295.7,7093.3,25.6,5.2
2026-03-30,Admin Block,201,25.2,390.6,7932.6,36.4,6.8
2026-03-30,Engineering Block,378,23.4,551.8,11725.1,52.8,10.6
2026-03-30,Computer Lab,368,24.2,557.0,13367.2,58.8,10.0
2026-03-30,Library,173,26.7,293.9,5739.7,21.9,5.0
2026-03-30,Canteen,289,25.2,413.5,10053.1,34.4,8.0
2026-03-30,Hostel,412,27.7,588.0600000000001,33140.75,62.879999999999995,12.2
2026-03-31,Admin Block,249,27.9,373.7,7933.3,37.8,6.1
2026-03-31,Engineering Block,352,28.8,558.0,10813.6,53.9,10.7
2026-03-31,Computer Lab,356,32.9,717.2,13591.2,61.8,11.7
2026-03-31,Library,149,23.1,315.5,6120.2,23.6,5.9
2026-03-31,Canteen,307,24.4,397.8,10436.4,35.8,9.3
2026-03-31,Hostel,360,30.7,620.3,12721.8,56.6,9.5
2026-04-01,Admin Block,272,26.3,358.2,8007.9,36.0,7.2
2026-04-01,Engineering Block,321,24.7,552.3,11445.8,53.7,10.1
2026-04-01,Computer Lab,353,32.1,597.2,13147.3,52.4,13.6
2026-04-01,Library,177,27.9,319.0,5935.1,29.9,7.9
2026-04-01,Canteen,268,30.3,312.8,9234.7,38.3,7.3
2026-04-01,Hostel,414,28.0,553.5,12264.8,45.2,9.5
2026-04-02,Admin Block,267,22.2,307.5,7555.2,41.5,7.7
2026-04-02,Engineering Block,331,33.2,508.4,12030.9,42.7,11.4
2026-04-02,Computer Lab,388,25.7,581.7,13280.3,54.0,12.3
2026-04-02,Library,187,31.0,344.9,6655.4,26.7,6.2
2026-04-02,Canteen,305,35.6,497.4,10079.4,54.5,8.9
2026-04-02,Hostel,393,31.3,527.6,12116.5,51.0,11.7
2026-04-03,Admin Block,227,29.4,406.3,8176.0,31.9,5.9
2026-04-03,Engineering Block,390,31.5,463.5,11466.4,51.0,11.1
2026-04-03,Computer Lab,434,29.9,632.5,13371.7,54.3,11.3
2026-04-03,Library,208,28.9,232.8,6541.6,29.5,5.7
2026-04-03,Canteen,277,30.6,389.0,8246.8,38.4,9.2
2026-04-03,Hostel,436,31.5,507.7,12469.0,55.6,11.1
2026-04-04,Admin Block,147,26.1,194.9,4572.2,22.2,2.7
2026-04-04,Engineering Block,180,20.3,254.2,5905.1,22.2,5.8
2026-04-04,Computer Lab,219,21.8,333.6,6629.6,33.2,4.9
2026-04-04,Library,115,28.1,191.7,3824.1,14.9,1.5
2026-04-04,Canteen,105,27.1,236.9,4485.6,23.6,4.2
2026-04-04,Hostel,173,28.1,324.1,6818.2,36.7,5.2
2026-04-05,Admin Block,126,30.4,205.9,3868.6,11.0,3.1
2026-04-05,Engineering Block,155,23.5,246.3,5440.4,28.8,6.3
2026-04-05,Computer Lab,190,28.2,251.5,6766.7,32.1,7.4
2026-04-05,Library,89,32.4,124.9,2802.0,18.6,5.3
2026-04-05,Canteen,174,28.9,144.8,3911.4,23.1,4.1
2026-04-05,Hostel,168,29.2,322.9,7195.9,28.7,7.5
2026-04-06,Admin Block,234,28.6,402.5,7014.0,45.5,7.2
2026-04-06,Engineering Block,364,30.7,617.4,12055.1,42.4,11.8
2026-04-06,Computer Lab,391,29.3,546.5,13457.0,53.3,11.7
2026-04-06,Library,198,35.2,428.9,6780.2,29.2,5.6
2026-04-06,Canteen,324,27.9,409.2,10176.1,38.7,8.2
2026-04-06,Hostel,321,31.3,660.4,12513.8,58.1,9.9
2026-04-07,Admin Block,242,26.0,335.3,8191.9,33.5,5.1
2026-04-07,Engineering Block,304,24.6,535.1,12581.5,54.2,7.8
2026-04-07,Computer Lab,452,32.0,544.0,13222.9,62.7,12.3
2026-04-07,Library,162,31.0,228.8,6425.2,33.2,6.0
2026-04-07,Canteen,268,31.8,485.7,10111.5,43.6,9.5
2026-04-07,Hostel,402,29.8,571.8,12295.8,48.1,9.7
2026-04-08,Admin Block,224,29.8,423.6,7572.8,37.1,8.0
2026-04-08,Engineering Block,342,30.9,522.7,12289.4,51.9,8.7
2026-04-08,Computer Lab,408,34.3,613.4,13491.0,59.2,10.4
2026-04-08,Library,225,24.5,275.8,7584.2,31.2,5.6
2026-04-08,Canteen,301,28.8,431.9,9851.9,37.3,8.3
2026-04-08,Hostel,366,23.9,509.6,13289.3,54.4,9.3
2026-04-09,Admin Block,180,28.6,424.9,7258.6,37.4,7.2
2026-04-09,Engineering Block,367,24.7,555.2,11337.3,53.6,9.1
2026-04-09,Computer Lab,409,30.1,599.9,13468.0,55.5,10.8
2026-04-09,Library,264,32.4,295.7,7449.5,27.3,4.6
2026-04-09,Canteen,322,23.5,459.7,9365.7,40.1,8.7
2026-04-09,Hostel,397,26.4,588.2,12498.7,47.8,10.7
2026-04-10,Admin Block,282,34.4,407.2,7116.3,36.3,7.8
2026-04-10,Engineering Block,376,31.5,552.1,11552.9,47.2,7.8
2026-04-10,Computer Lab,414,29.6,630.2,12360.6,59.8,14.1
2026-04-10,Library,210,28.8,331.2,8131.0,24.6,6.2
2026-04-10,Canteen,258,27.2,423.5,10085.8,47.6,8.8
2026-04-10,Hostel,363,37.0,573.8,11883.8,44.6,12.6
2026-04-11,Admin Block,162,36.7,166.5,5321.8,19.2,4.7
2026-04-11,Engineering Block,135,33.7,348.0,5995.7,28.6,4.7
2026-04-11,Computer Lab,201,27.5,249.3,7703.1,36.0,5.6
2026-04-11,Library,126,28.2,193.2,3390.1,12.4,4.6
2026-04-11,Canteen,155,35.5,268.7,4529.0,27.5,5.3
2026-04-11,Hostel,232,32.8,301.0,6819.3,29.0,4.4
2026-04-12,Admin Block,119,33.3,227.8,3284.1,10.8,5.7
2026-04-12,Engineering Block,189,26.9,276.5,5330.7,33.4,5.1
2026-04-12,Computer Lab,269,29.2,403.0,7649.9,36.1,7.3
2026-04-12,Library,136,30.1,174.6,5093.0,12.5,3.3
2026-04-12,Canteen,157,30.3,229.1,5345.6,21.3,2.6
2026-04-12,Hostel,207,25.5,226.8,6866.0,31.3,6.6
2026-04-13,Admin Block,253,22.8,280.8,9027.8,28.6,7.5
2026-04-13,Engineering Block,326,29.3,499.6,11715.0,49.3,9.6
2026-04-13,Computer Lab,366,29.9,551.6,13267.9,67.5,13.2
2026-04-13,Library,233,28.7,229.7,6065.5,35.6,5.1
2026-04-13,Canteen,261,28.5,382.5,8427.6,39.3,7.2
2026-04-13,Hostel,351,26.5,579.8,12044.1,51.5,11.6
2026-04-14,Admin Block,229,28.1,374.0,8059.3,32.1,6.8
2026-04-14,Engineering Block,323,26.2,551.8,11624.2,50.6,10.5
2026-04-14,Computer Lab,404,31.2,652.8,13772.3,56.1,13.3
2026-04-14,Library,215,31.0,337.7,6995.6,26.1,6.8
2026-04-14,Canteen,385,27.8,431.0,9555.0,40.4,10.1
2026-04-14,Hostel,353,27.5,488.3,11712.6,44.6,11.6
2026-04-15,Admin Block,331,27.8,276.8,8720.0,32.0,8.3
2026-04-15,Engineering Block,341,27.0,512.0,11917.6,48.0,9.5
2026-04-15,Computer Lab,396,24.9,606.9,11978.6,54.4,12.5
2026-04-15,Library,218,30.9,321.7,7610.3,33.6,6.5
2026-04-15,Canteen,318,31.4,420.6,8636.5,42.8,8.9
2026-04-15,Hostel,415,26.0,513.7,12813.9,53.6,8.6
2026-04-16,Admin Block,247,23.1,299.5,8593.6,41.4,5.3
2026-04-16,Engineering Block,339,29.1,607.5,11094.6,46.8,12.0
2026-04-16,Computer Lab,389,31.3,544.6,12993.7,48.8,10.4
2026-04-16,Library,237,28.8,302.9,6458.3,28.9,6.4
2026-04-16,Canteen,320,20.6,380.6,9623.4,40.6,8.7
2026-04-16,Hostel,386,28.0,537.8,12210.4,58.3,10.0
2026-04-17,Admin Block,231,29.6,428.3,7439.8,37.1,8.2
2026-04-17,Engineering Block,348,28.3,509.7,11293.7,53.0,10.4
2026-04-17,Computer Lab,411,25.4,546.9,14608.2,56.0,10.7
2026-04-17,Library,258,29.9,347.2,6960.3,29.0,5.8
2026-04-17,Canteen,237,28.7,444.3,10307.8,39.3,5.4
2026-04-17,Hostel,373,37.8,634.8,11777.9,55.5,10.0
2026-04-18,Admin Block,81,27.9,202.4,2752.1,11.7,3.7
2026-04-18,Engineering Block,178,30.3,246.0,6700.2,21.4,7.5
2026-04-18,Computer Lab,161,25.5,344.5,8024.8,31.0,7.1
2026-04-18,Library,115,25.7,147.6,2955.3,10.3,3.8
2026-04-18,Canteen,117,30.0,188.8,5133.6,18.9,6.2
2026-04-18,Hostel,218,33.0,297.0,6868.5,25.0,5.5
2026-04-19,Admin Block,119,26.7,139.4,3240.2,7.3,2.4
2026-04-19,Engineering Block,215,23.9,220.6,7585.1,24.8,6.0
2026-04-19,Computer Lab,244,31.1,276.8,7207.8,24.4,9.3
2026-04-19,Library,58,25.6,122.5,2485.2,20.7,6.2
2026-04-19,Canteen,140,24.8,129.2,4897.3,20.2,3.8
2026-04-19,Hostel,215,30.3,336.1,6611.5,24.3,6.8
2026-04-20,Admin Block,234,31.8,401.4,6725.9,26.4,5.8
2026-04-20,Engineering Block,314,31.4,551.2,12004.5,50.1,10.4
2026-04-20,Computer Lab,444,30.5,611.3,14342.3,58.1,11.3
2026-04-20,Library,178,31.2,381.4,6617.1,34.3,3.6
2026-04-20,Canteen,284,28.9,398.9,10889.5,39.8,7.8
2026-04-20,Hostel,377,22.6,516.8,12964.1,50.1,9.9
2026-04-21,Admin Block,279,33.3,394.3,7579.2,32.9,5.8
2026-04-21,Engineering Block,316,25.7,487.6,10627.4,41.4,10.4
2026-04-21,Computer Lab,411,34.4,591.8,13407.5,58.2,11.3
2026-04-21,Library,234,31.5,341.5,6763.8,28.2,4.4
2026-04-21,Canteen,257,27.0,374.4,9491.0,44.8,7.2
2026-04-21,Hostel,386,25.7,539.7,11921.3,55.9,10.1
2026-04-22,Admin Block,269,28.2,324.0,7010.4,34.9,7.8
2026-04-22,Engineering Block,360,36.2,616.5,11320.1,48.1,10.7
2026-04-22,Computer Lab,373,32.7,632.2,13191.7,58.9,13.7
2026-04-22,Library,213,28.6,384.5,7453.9,27.9,6.0
2026-04-22,Canteen,292,30.2,375.2,8377.4,36.3,7.1
2026-04-22,Hostel,354,31.0,564.4,12337.7,46.8,10.3
2026-04-23,Admin Block,254,30.9,330.0,7855.1,43.2,6.7
2026-04-23,Engineering Block,326,28.4,529.0,11251.7,48.5,8.4
2026-04-23,Computer Lab,369,28.5,593.8,12637.0,54.9,11.7
2026-04-23,Library,239,28.7,334.9,6603.0,32.5,6.5
2026-04-23,Canteen,316,31.3,466.5,9436.0,42.0,9.5
2026-04-23,Hostel,354,27.0,566.2,12479.9,48.6,10.8
2026-04-24,Admin Block,230,21.9,332.1,7527.7,32.0,8.4
2026-04-24,Engineering Block,308,26.4,400.4,10947.4,46.4,9.5
2026-04-24,Computer Lab,441,31.8,616.3,13124.1,62.1,11.6
2026-04-24,Library,179,23.5,284.1,7145.5,38.7,6.1
2026-04-24,Canteen,259,25.2,443.5,8068.0,42.0,9.2
2026-04-24,Hostel,392,28.3,588.0,12511.1,49.8,13.1
2026-04-25,Admin Block,116,31.5,102.0,4973.7,24.4,3.7
2026-04-25,Engineering Block,212,30.8,273.5,6761.6,23.9,4.8
2026-04-25,Computer Lab,261,32.1,317.0,6966.2,29.2,7.3
2026-04-25,Library,79,30.1,218.7,3505.6,19.7,2.9
2026-04-25,Canteen,149,25.9,278.8,4602.8,23.4,4.5
2026-04-25,Hostel,170,27.1,372.6,6723.1,23.6,6.3
2026-04-26,Admin Block,123,40.1,253.8,3931.6,24.3,1.5
2026-04-26,Engineering Block,196,35.4,313.3,5199.4,25.4,7.3
2026-04-26,Computer Lab,234,26.3,297.7,6944.2,33.1,8.0
2026-04-26,Library,151,30.5,126.5,3059.8,19.4,1.7
2026-04-26,Canteen,149,30.0,196.2,4435.2,21.5,5.1
2026-04-26,Hostel,244,30.9,327.0,6477.0,25.2,5.4
2026-04-27,Admin Block,248,30.1,265.4,7209.3,38.6,6.8
2026-04-27,Engineering Block,301,36.5,551.9,11474.8,49.8,9.7
2026-04-27,Computer Lab,377,35.8,671.9,13579.3,58.5,10.4
2026-04-27,Library,252,26.3,321.3,5954.4,21.1,6.4
2026-04-27,Canteen,257,22.6,442.3,10583.1,45.7,7.9
2026-04-27,Hostel,377,31.8,625.3,12101.7,53.1,11.2
2026-04-28,Admin Block,253,28.6,349.2,8641.9,38.8,7.3
2026-04-28,Engineering Block,411,27.8,595.8,12127.6,65.5,8.7
2026-04-28,Computer Lab,378,30.3,625.4,14317.6,52.9,12.7
2026-04-28,Library,248,31.3,282.8,7915.0,35.7,6.7
2026-04-28,Canteen,293,29.7,430.9,9801.5,40.5,7.2
2026-04-28,Hostel,340,26.6,566.6,12122.5,53.0,11.5
2026-04-29,Admin Block,212,33.7,360.4,7258.3,34.5,4.5
2026-04-29,Engineering Block,323,32.1,459.7,12061.4,55.4,9.7
2026-04-29,Computer Lab,413,32.6,594.6,13789.1,53.8,11.1
2026-04-29,Library,180,30.1,374.0,6540.3,22.8,4.7
2026-04-29,Canteen,299,34.9,470.4,9163.5,43.9,8.0
2026-04-29,Hostel,363,25.9,617.5,10604.5,56.2,10.3
2026-04-30,Admin Block,219,34.4,342.8,7133.0,31.9,7.2
2026-04-30,Engineering Block,335,24.0,474.0,12227.9,49.2,10.7
2026-04-30,Computer Lab,393,26.9,671.1,13002.7,54.3,12.9
2026-04-30,Library,182,27.1,311.8,6670.2,29.7,8.5
2026-04-30,Canteen,297,21.4,432.7,9429.6,40.6,8.5
2026-04-30,Hostel,375,28.8,591.9,11962.6,48.6,14.5
2026-05-01,Admin Block,208,29.3,289.7,7595.7,28.0,6.2
2026-05-01,Engineering Block,387,30.5,557.8,10503.7,58.4,8.7
2026-05-01,Computer Lab,456,32.3,640.5,12884.3,58.6,11.1
2026-05-01,Library,209,28.2,223.5,7534.2,28.9,5.4
2026-05-01,Canteen,266,30.1,395.6,7784.1,41.5,8.9
2026-05-01,Hostel,370,25.3,556.1,11338.1,48.1,10.0
2026-05-02,Admin Block,158,27.8,177.7,5624.6,20.4,4.1
2026-05-02,Engineering Block,180,27.1,382.2,13063.83,57.6,7.0200000000000005
2026-05-02,Computer Lab,216,31.4,276.4,6834.6,25.9,8.5
2026-05-02,Library,145,22.0,99.1,3807.0,14.7,1.7
2026-05-02,Canteen,225,30.0,268.8,5031.2,27.0,4.1
2026-05-02,Hostel,197,31.0,250.7,7765.1,29.7,7.5
2026-05-03,Admin Block,91,26.0,139.3,4181.7,17.4,3.2
2026-05-03,Engineering Block,157,24.9,280.0,5828.4,23.1,7.4
2026-05-03,Computer Lab,218,33.1,328.3,7387.1,30.8,4.4
2026-05-03,Library,164,28.6,213.4,3499.2,16.6,2.3
2026-05-03,Canteen,200,30.0,263.9,6238.8,28.4,5.5
2026-05-03,Hostel,157,26.8,264.2,6999.9,28.6,4.3
2026-05-04,Admin Block,227,24.2,339.6,6539.0,35.1,7.2
2026-05-04,Engineering Block,417,31.7,517.4,12336.7,44.6,9.0
2026-05-04,Computer Lab,414,22.1,587.3,12566.8,57.3,10.3
2026-05-04,Library,222,29.1,381.4,6874.4,26.1,5.7
2026-05-04,Canteen,238,30.3,463.1,10715.0,36.2,7.9
2026-05-04,Hostel,356,29.7,584.6,12185.3,57.3,10.1
2026-05-05,Admin Block,268,30.7,361.4,7615.3,44.6,5.8
2026-05-05,Engineering Block,361,26.6,599.0,12101.4,46.5,10.7
2026-05-05,Computer Lab,412,27.3,631.2,13473.0,57.8,11.6
2026-05-05,Library,223,29.7,323.1,6458.3,37.2,4.7
2026-05-05,Canteen,300,28.0,507.7,8832.7,37.2,7.1
2026-05-05,Hostel,388,24.6,529.5,10981.0,54.3,10.3
2026-05-06,Admin Block,181,32.5,309.4,7903.0,28.4,8.7
2026-05-06,Engineering Block,377,25.8,474.5,11998.6,48.7,9.9
2026-05-06,Computer Lab,447,26.6,598.7,14015.5,61.3,11.4
2026-05-06,Library,197,23.4,256.5,6951.9,28.3,6.1
2026-05-06,Canteen,322,25.2,408.1,9652.7,37.9,10.0
2026-05-06,Hostel,408,29.9,648.9,11505.7,53.7,11.3
2026-05-07,Admin Block,201,30.0,309.7,7933.9,36.8,7.1
2026-05-07,Engineering Block,286,25.9,541.6,11163.8,35.5,11.6
2026-05-07,Computer Lab,407,26.4,638.7,12754.6,53.6,12.1
2026-05-07,Library,270,34.2,352.4,7410.6,34.3,4.5
2026-05-07,Canteen,308,26.7,438.3,9312.1,43.0,8.4
2026-05-07,Hostel,269,29.6,596.0,12074.9,49.8,12.8
2026-05-08,Admin Block,244,30.4,407.9,7935.7,29.1,3.8
2026-05-08,Engineering Block,334,31.4,519.5,11910.8,49.5,11.7
2026-05-08,Computer Lab,392,30.5,631.0,14096.0,48.6,11.1
2026-05-08,Library,237,33.9,346.0,6754.7,33.3,7.0
2026-05-08,Canteen,273,30.1,489.0,10513.8,43.2,8.3
2026-05-08,Hostel,375,30.8,566.1,12438.3,48.1,12.4
2026-05-09,Admin Block,88,27.6,201.6,5298.1,15.1,2.9
2026-05-09,Engineering Block,173,34.3,188.1,5559.2,38.9,6.3
2026-05-09,Computer Lab,182,28.9,340.6,7598.0,38.4,6.9
2026-05-09,Library,95,31.5,158.5,2971.3,7.7,1.4
2026-05-09,Canteen,125,25.2,244.7,4201.4,7.1,3.3
2026-05-09,Hostel,190,27.1,378.8,6293.2,32.6,6.0
2026-05-10,Admin Block,127,26.3,190.0,3701.7,18.8,3.4
2026-05-10,Engineering Block,159,32.2,326.6,5849.8,26.9,5.5
2026-05-10,Computer Lab,191,29.2,310.7,6478.8,23.0,6.0
2026-05-10,Library,134,26.8,286.9,4413.7,22.4,4.3
2026-05-10,Canteen,222,26.5,119.9,5176.0,26.2,4.7
2026-05-10,Hostel,216,33.2,348.9,7341.3,25.1,4.7
2026-05-11,Admin Block,290,29.3,329.0,7526.1,31.3,5.9
2026-05-11,Engineering Block,306,24.2,504.2,10864.6,53.1,10.5
2026-05-11,Computer Lab,412,26.6,589.2,13454.7,60.0,11.5
